este trabalho e agradável,satisfeito
gosto de ficar no seu aconchego,satisfeito
fiz a adesão ao curso hoje,satisfeito
eu sou admirada por muitos,satisfeito
adoro como você e,satisfeito
adoro seu cabelo macio,satisfeito
adoro a cor dos seus olhos,satisfeito
somo tão amáveis um com o outro,satisfeito
sinto uma grande afeição por ele,satisfeito
quero agradar meus filhos,satisfeito
me sinto completamente amado,satisfeito
eu amo você,satisfeito
que grande alivio,satisfeito
a dor esta amenizando finalmente,satisfeito
acho que me apaixonei,satisfeito
amar e maravilhoso,satisfeito
estou me sentindo muito animada,satisfeito
me sinto muito bem hoje,satisfeito
como o luar e belo,satisfeito
o dia esta muito bonito,satisfeito
nossa como sou afortunado,satisfeito
as maravilhas do mundo,satisfeito
recebi muito carinho hoje do meus colegas,satisfeito
estou me sentindo reconfortada hoje,satisfeito
e muito bom estar com os amigos,satisfeito
estou muito contente com o resultado dos testes,satisfeito
essa pintura esta bem brilhante,satisfeito
temos água em abundancia,satisfeito
que roupa delicada,satisfeito
você e um grande comediante,satisfeito
que bondade a sua em vir aqui,satisfeito
o amor e lindo,satisfeito
nossa amizade vai durar para sempre,satisfeito
estou eufórica com a noticia,satisfeito
ele e realmente fiel a mim,satisfeito
vou dar uma grande festa para comemorar meu aniversário,satisfeito
graças a deus que eu enxerguei o certo,satisfeito
essa e a melhor escolhas de todas,satisfeito
o mais incrível e você minha bela,satisfeito
e tão engraçado tentar explicar,satisfeito
e emocionante estar neste lugar,satisfeito
estou cativada pelo seu olhar,satisfeito
estou loucamente apaixonada,satisfeito
eu nunca tive duvidas,satisfeito
estou rodeada pelo seu abraço,satisfeito
eu vejo estrelas pelo caminho,satisfeito
eu sinto o sol sempre que você esta por perto,satisfeito
eu estou sorrindo de orelha a orelha,satisfeito
isso vale a pena,satisfeito
finalmente você colocou meu amor em primeiro lugar,satisfeito
nós dançamos noite adentro,satisfeito
seu amor e brilhante,satisfeito
toquei muitos corações durante o meu caminho,satisfeito
eu serei sua amiga e companheira,satisfeito
você me traz de volta a vida,satisfeito
você e como um sonho doce,satisfeito
adoro este doce de frutas,satisfeito
meu suco favorito,satisfeito
estou agradecida pela ajuda,satisfeito
e um enorme prazer ter você em nossa equipe,satisfeito
trabalhar em equipe e o melhor,satisfeito
me sinto flutuando no ar,satisfeito
a brisa esta agradável hoje,satisfeito
ótimo e compatível,satisfeito
somos compatíveis um com o outro,satisfeito
o órgão e compatível com o paciente,satisfeito
estou contente fui aceita na faculdade,satisfeito
fui aprovada no meu exame,satisfeito
fui beneficiada pela minha empresa,satisfeito
eu sou muito cativante,satisfeito
estou contente com o apoio,satisfeito
como este lugar e confortável,satisfeito
e bom estar quente neste frio,satisfeito
um elogio nunca e demais,satisfeito
vou te chamar para comemorar,satisfeito
e desejável a sua presença em nossa apresentação,satisfeito
sou muito grata a você,satisfeito
me dedico muito naquilo que faço,satisfeito
estou completamente apaixonada ,satisfeito
vamos agitar essa noite ,satisfeito
você significa muito para mim,satisfeito
vamos agir sem preconceitos e julgamentos,satisfeito
finalmente completei a minha coleção maravilhoso,satisfeito
eu sou sua rainha ,satisfeito
satisfatoriamente eu anuncio o vencedor dos jogos,satisfeito
você me atrai facilmente ,satisfeito
aquele rapaz e extremamente atraente,satisfeito
sinto-me viva ,satisfeito
sinto-me em paz ,satisfeito
estamos tendo muito lucro,satisfeito
muito bem esta tudo em ordem agora ,satisfeito
podemos arrumar um emprego juntos ,satisfeito
a arrumação esta terminada que alívio,satisfeito
o câncer e benigno ,satisfeito
o amor e abundante,satisfeito
vamos ser caridosos este natal,satisfeito
com todo esse charme você irá atrair a todos,satisfeito
nossa como você e charmoso querido ,satisfeito
sou querida pelos meu amigos,satisfeito
seja cuidadoso com os meus sentimentos,satisfeito
estou comovido com tamanha caridade,satisfeito
um chá quente e reconfortante,satisfeito
que satisfeito ter vocês aqui ,satisfeito
vamos aplaudir o vencedor ,satisfeito
palmas para a aniversariante,satisfeito
desejo a você tudo de bom,satisfeito
hora de apreciar um bom vinho,satisfeito
aprecio sua presença em minha escola,satisfeito
anseio por seus próximos trabalhos,satisfeito
maravilhoso jogo amistoso,satisfeito
e ótimo que os ânimos tenham se apaziguado,satisfeito
concretizei finalmente meu sonho,satisfeito
você e abominável,insatisfeito
abomino a maneira como você age,insatisfeito
estou adoentado,insatisfeito
meu pai esta adoentado,insatisfeito
estamos todos doentes,insatisfeito
essa situação e muito amarga,insatisfeito
disse adeus amargamente,insatisfeito
tenho antipatia por aquela pessoa,insatisfeito
como pode ser tão antipática!,insatisfeito
que horrível seu asqueroso,insatisfeito
tenho aversão agente como você,insatisfeito
isso tudo e só chateação,insatisfeito
estou muito chateada com suas mentiras,insatisfeito
tão desagradável,insatisfeito
isso me desagrada completamente,insatisfeito
te desagrada isso,insatisfeito
estou com enjôos terríveis,insatisfeito
todos estão enfermos,insatisfeito
foi uma enfermidade terrível,insatisfeito
isso e muito grave,insatisfeito
não seja tão grosseiro,insatisfeito
você fez uma manobra ilegal,insatisfeito
sua indecente não tem vergonha?,insatisfeito
você e malvado com as crianças,insatisfeito
que comentário maldoso,insatisfeito
sem escrúpulos você manipula a tudo,insatisfeito
sinto repulsa por você,insatisfeito
e repulsivo a maneira como olha para as pessoas,insatisfeito
estou indisposta,insatisfeito
a indisposição me atacou hoje,insatisfeito
acho que vou vomitar,insatisfeito
tem muito vomito lá,insatisfeito
que incomodo essa dor,insatisfeito
não me incomode nunca mais,insatisfeito
suas bobagens estão nos incomodando,insatisfeito
que nojo olha toda essa sujeira,insatisfeito
como isso está sujo,insatisfeito
tenho náuseas só de lembrar,insatisfeito
me sinto nauseada com o cheiro desta comida,insatisfeito
você esta obstruindo a passagem de ar,insatisfeito
você esta terrivelmente doente,insatisfeito
olhe que feia esta roupa,insatisfeito
que atitude deplorável,insatisfeito
nossa como você e feio,insatisfeito
muito mau tudo isso,insatisfeito
estou insatisfeitoso com você,insatisfeito
você cortou o meu assunto,insatisfeito
para que tanta chateação?,insatisfeito
esse perfume e enjoativo,insatisfeito
ser perigoso não nada bom,insatisfeito
você e perigoso demais para minha filhas,insatisfeito
que fetido este esgoto,insatisfeito
que fedido você esta,insatisfeito
que cachorro malcheiroso,insatisfeito
hora que ultraje,insatisfeito
e ultrajante da sua parte,insatisfeito
situação desagradável essa,insatisfeito
você só me da insatisfeito,insatisfeito
tenho aversão a pessoas assim,insatisfeito
antipatia e um mal da sociedade,insatisfeito
que criatura abominável,insatisfeito
e depressiva a maneira como você vê o mundo,insatisfeito
me desagrada sua presença na festa,insatisfeito
sinto asco dessa coisa,insatisfeito
que hediondo!,insatisfeito
vou golfar o cafe fora,insatisfeito
hora que garota detestável!,insatisfeito
estou nauseada,insatisfeito
isso que você disse foi muito grave,insatisfeito
não seja obsceno na frente das crianças,insatisfeito
não seja rude com as visitas,insatisfeito
esse assunto me da repulsa,insatisfeito
que criança terrivelmente travessa,insatisfeito
que criança mal educada,insatisfeito
estou indisposta te dar o divorcio,insatisfeito
tão patetico não tem nada mais rude para dizer?,insatisfeito
por motivo torpe com emprego de meio cruel e com impossibilidade de defesa para a vítima,insatisfeito
a inveja e tão vil e vergonhosa que ninguem se atreve a confessá-la,insatisfeito
o miserável receio de ser sentimental e o mais vil de todos os receios modernos,insatisfeito
travesso gato quando fica com saudades do dono mija no sapato,insatisfeito
isso e um ato detestável e covarde,insatisfeito
revelam apenas o que e destrutivo e detestável para o povo,insatisfeito
não sei como e a vida de um patife mais a de um homem honesto e abominável,insatisfeito
há coisas que temos que suportar para não acharmos a vida insuportável,insatisfeito
as injurias do tempo e as injustiças do homem,insatisfeito
odioso e desumano,insatisfeito
você não publicará conteúdo odiento  pornográfico ou ameaçador,insatisfeito
rancoroso e reprimido,insatisfeito
não há animal mais degradante estúpido covarde  lamentável egoísta rancoroso e invejoso do que o homem,insatisfeito
o virulento debate ente políticos,insatisfeito
eu imploro  não me matem!,insatisfeito
tem certeza que não e perigoso?,insatisfeito
não tenho certeza se e seguro,insatisfeito
tenho que correr pra não me pegarem,insatisfeito
socorro! ele queria roubar os meus doces!,insatisfeito
esse cara está me perseguindo,insatisfeito
não entro lá  e um lugar muito perigoso,insatisfeito
este lugar continua assustador,insatisfeito
na selva tem muitos animais perigosos,insatisfeito
avancem com cautela,insatisfeito
este lugar está silencioso de mais  cuidado!,insatisfeito
por favor  deixe-me viver!,insatisfeito
vou ficar sem mesada se tirar nota baixa,insatisfeito
parece que tem olhos nos vigiando,insatisfeito
eu temo que a sentença do juiz possa ser negativa,insatisfeito
mas essa missão e arriscada,insatisfeito
salvem-se quem puder!,insatisfeito
meu plano pode ser descoberto,insatisfeito
não tive culpa  juro não fui eu,insatisfeito
tenho que tomar cuidado com o lobisomem,insatisfeito
se eu não achar  ele vai descobrir a verdade,insatisfeito
meu deus  ele desapareceu!,insatisfeito
tomara que eles não me vejam daqui!,insatisfeito
mantenha isso em segredo  se descobrirem estaremos ferrados,insatisfeito
por favor  me soltem,insatisfeito
estou ouvindo passos atrás de mim,insatisfeito
eu vou pedir socorro!,insatisfeito
cuidado com as curvas na estrada,insatisfeito
não sei não  parece perigoso,insatisfeito
estou tremendo de insatisfeito!,insatisfeito
socorro  eu vou cair!,insatisfeito
eu não vou ate a floresta negra  e muito perigoso,insatisfeito
ouço passos na minha direção,insatisfeito
acho que está arriscado de mais,insatisfeito
vamos voltar  e muito perigoso,insatisfeito
fuja  se não acabaremos mortos,insatisfeito
receio por não me livrar desta situação,insatisfeito
socorro! ele está armado!,insatisfeito
ei cuidado  você vai bater no poste!,insatisfeito
socorro  nós estamos afundando,insatisfeito
e serio  cuidado com essa arma!,insatisfeito
os tubarões estão atacando!,insatisfeito
sinto arrepios quando fico sozinho no escuro,insatisfeito
calma  eu não estou com o dinheiro,insatisfeito
eu acho que estou sendo enganado,insatisfeito
ligeiro  temos que fugir depressa,insatisfeito
tem um crocodilo selvagem vindo para cá,insatisfeito
se ficarmos quietos eles não vão nos achar,insatisfeito
fuja! o tigre parece faminto,insatisfeito
estou sem saída  preciso de um milagre,insatisfeito
tire isso de mim! socorro!,insatisfeito
não sei nadar  vou me afogar!,insatisfeito
não tenho certeza se e seguro,insatisfeito
vou apanhar se meus pais verem meu boletim,insatisfeito
não consigo sair daqui!,insatisfeito
se sair tão tarde  poderei ser assaltada,insatisfeito
não me deixe por favor!,insatisfeito
espere,insatisfeito
temo pela sua segurança,insatisfeito
eu te entrego o dinheiro  por favor não me mate!,insatisfeito
ele vai levar todo o meu dinheiro,insatisfeito
não dirija tão rápido assim,insatisfeito
me descobriram  irão me prender!,insatisfeito
só espero que não me façam nenhum mal,insatisfeito
vou me afogar  me ajudem a sair da água,insatisfeito
não estaremos a salvo aqui,insatisfeito
não quero nem pensar no que pode acontecer,insatisfeito
nessa cidade e uma desgraça atrás da outra,insatisfeito
alguem esta me ligando  estou assustado,insatisfeito
isso não e remedio  não me matem,insatisfeito
eu não confio nele  tenho que ter cautela,insatisfeito
muita cautela,insatisfeito
vou ser descoberto  meu deus,insatisfeito
receio que terei de ir,insatisfeito
a noite e muito perigosa,insatisfeito
estou estremecendo com essa casa,insatisfeito
olha aquela criatura se movendo monstruosamente,insatisfeito
não agüento este suspense,insatisfeito
afugente os cães,insatisfeito
estou chocado e amedrontado com este assassinato brutal,insatisfeito
e preciso afugenta com ímpeto este insatisfeito do inferno,insatisfeito
seu políticos usam suas forças para afugentar e amedrontar o povo,insatisfeito
o objetivo disso e apenas me amedrontar mais,insatisfeito
isso me apavora,insatisfeito
ele a feriu profundamente,insatisfeito
vou despejar minha cólera em você,insatisfeito
me sinto atormentado,insatisfeito
não me contrarie,insatisfeito
vou destruir tudo  que foi construído,insatisfeito
não consigo terminar este trabalho  e muito frustrante,insatisfeito
me frustra a sua presença aqui,insatisfeito
esta comida me parece muito ruim,insatisfeito
você me destrói,insatisfeito
estamos separados,insatisfeito
estou odiando este vestido,insatisfeito
não pude comprar meu celular hoje,insatisfeito
ela e uma garota ruim,insatisfeito
estivemos em um show horroroso,insatisfeito
o ingresso estava muito caro,insatisfeito
se eu estragar tudo vai por água a baixo,insatisfeito
não possuo dinheiro algum,insatisfeito
sou muito pobre,insatisfeito
vai prejudicar a todos esta nova medida,insatisfeito
ficou ridículo,insatisfeito
este sapato esta muito apertado,insatisfeito
a musica e uma ofensa aos meus ouvidos,insatisfeito
não consigo terminar uma tarefa muito difícil,insatisfeito
reprovei em minha graduação,insatisfeito
estou muito chateado com tudo,insatisfeito
eu odeio em você,insatisfeito
e um desprazer conhecê-lo,insatisfeito
estou desperdiçando minhas ferias,insatisfeito
e muito ruim este jogo,insatisfeito
vamos ter muito rancor pela frente,insatisfeito
não achei que seria tão terrível,insatisfeito
vou vetar o orçamento ao cliente,insatisfeito
meus pais não consentiram nosso casamento,insatisfeito
eu odiei este perfume,insatisfeito
seu descaso e frustrante,insatisfeito
me sinto completamente amarga,insatisfeito
desprezo muito o seu trabalho,insatisfeito
estamos descontentes por nossa família,insatisfeito
vou infernizar a sua empresa,insatisfeito
estou furioso com estes valores,insatisfeito
obrigaram o rapaz a sair,insatisfeito
como ele pode deixar de lado?,insatisfeito
são apenas injurias sobre mim,insatisfeito
estou enfurecido com a situação dessa empresa,insatisfeito
estou com o diabo no corpo,insatisfeito
isso foi diabólico,insatisfeito
tenho aversão à gente chata,insatisfeito
não vou perdoar sua traição,insatisfeito
esse dinheiro sujo e corrupto,insatisfeito
eles me crucificam o tempo todo,insatisfeito
eu vou enlouquecer com todo este barulho,insatisfeito
não agüento todo esse assedio,insatisfeito
cólera do dragão,insatisfeito
isso e ridículo!,insatisfeito
da próxima vez  vou inventar tudo sozinho,insatisfeito
seus tolos! deixaram ele escapar!,insatisfeito
jamais te perdoarei,insatisfeito
o que e isso? outra multa,insatisfeito
você passou dos limites!,insatisfeito
sente-se e cale a boca,insatisfeito
ingratosvermesvocês me pagam!,insatisfeito
saiam da dai  se não arranco vocês dai!,insatisfeito
você já me causou problemas suficientes,insatisfeito
isso foi a gota d’agua,insatisfeito
o que você tem com isso?,insatisfeito
não vejo a hora de me livrar de você,insatisfeito
já entendi a jogada seus safados!,insatisfeito
você não merece piedade,insatisfeito
saia de perto de mim,insatisfeito
suma daqui  ou arranco seu couro!,insatisfeito
estou revoltado com essa situação,insatisfeito
seu idiota!,insatisfeito
não eu não vou te emprestar dinheiro!,insatisfeito
você não passa de um cafajeste! vai embora,insatisfeito
pare de frescura e vá trabalhar,insatisfeito
eles merecem uma lição,insatisfeito
ainda estou muito bravo com você,insatisfeito
eu preciso surrar aquela chantagista,insatisfeito
olha o que você fez! derramou!,insatisfeito
você está pedindo pra apanhar!,insatisfeito
me deixa em paz!,insatisfeito
morra maldito  morra!,insatisfeito
você e mais irritante de perto,insatisfeito
e bom fechar o bico,insatisfeito
magicamente você me surpreendeu,satisfeito
e imenso esse globo,satisfeito
isso e tremendamente interessante,satisfeito
meu bilhete for sorteado  inacreditável!,satisfeito
um assalto a mão armada!,insatisfeito
incrível,satisfeito
você por aqui?,insatisfeito
não dá pra acreditar no que ela me contou,insatisfeito
os convidados já estão chegando!,satisfeito
puxa vida! nunca nos livramos de alguem tão depressa,satisfeito
micha carteira sumiu  eu estava com ela na mão,insatisfeito
oh! um disco voador,satisfeito
amigos que bela satisfeito!,satisfeito
nunca pensei que veria isso e perto,satisfeito
nem acredito que comi tanto,satisfeito
não acredito que veio me ver,satisfeito
não acredito que e  tão descarado,insatisfeito
me surpreende sua falta de tato,satisfeito
o predio onde eles moravam desabou!,satisfeito
inacreditável um bolo tão grande,satisfeito
e serio mesmo? não dá pra acreditar,satisfeito
como assim não vai ao nosso encontro?,satisfeito
como assim não tem ninguem em casa?,satisfeito
eu  mas para onde ele foi?!,satisfeito
por essa eu não esperava,satisfeito
nossa  olha só que mergulho,satisfeito
minha esposa está grávida!,satisfeito
meu dinheiro sumiu!,satisfeito
e verdade que os dois terminaram?!?,insatisfeito
caramba  nem vi você chegar,satisfeito
nossa  como pode alguem cozinhar tão mal?,satisfeito
nossa que incrível,satisfeito
a fórmula sumiu!,satisfeito
eu nem acredito que já estou terminando o curso,satisfeito
não acredito que esta aqui comigo novamente,satisfeito
está escondendo algo de nós!,insatisfeito
como assim  ainda não terminou a tarefa,satisfeito
pensei que já estivesse pronta!,satisfeito
opa! quem apagou a luz?,insatisfeito
caramba! aonde vai tão rápido?,satisfeito
estamos seguindo o caminho errado!,satisfeito
quatro reais o litro da gasolina!,satisfeito
me assustei ao vê-lo desse jeito!,insatisfeito
minha mãe está grávida  acredita nisso?,satisfeito
parece mentira você ter crescido tanto,satisfeito
me surpreende sua imaginação,satisfeito
suas roupas são realmente lindas,satisfeito
com consegue ser tão bela?,satisfeito
essa e realmente uma casa deslumbrante,satisfeito
superou minhas expectativas,satisfeito
e admirável a maneira como se comporta,satisfeito
isso e realmente chocante,satisfeito
algumas noticias me surpreenderam no noticiário,satisfeito
surpreendente sua festa,satisfeito
estou tremendo de satisfeito,insatisfeito
chocou grande parte do mundo,satisfeito
eu ficaria muito espantado com a sua vinda,satisfeito
ele e admirável,satisfeito
sua beleza me surpreendeu,satisfeito
seus olhos são surpreendentemente verdes,satisfeito
os políticos se surpreendem quando alguem acredita neles,insatisfeito
estou perplexa com essas denuncias,satisfeito
fiquei perplexo com suas palavras,insatisfeito
estou abismado com sua prosa,satisfeito
eu ficaria realmente abismado se me dissessem isso,satisfeito
o grupo foi surpreendido enquanto lavava o carro,satisfeito
estou boquiaberto com as imagens,satisfeito
estou boquiaberto com essas suas palavras,satisfeito
esse quadro e maravilhoso,satisfeito
este carro me deixou maravilhado,satisfeito
estou maravilhada,satisfeito
essa expectativa esta me matando,satisfeito
vou caminhar sempre na expectativa de encontrá-lo,satisfeito
você emudece minhas palavras,satisfeito
minhas palavras vão emudecer se não parar de me surpreender,satisfeito
a mulher e um efeito deslumbrante da natureza,satisfeito
estou deslumbrada com essas jóias,satisfeito
isso e romântico e deslumbrante,satisfeito
isso pode ser surpreendentemente deslumbrante,satisfeito
trabalho deslumbrante,satisfeito
essas pessoas são esplêndida,satisfeito
e esplendido como o ceu se encontra no momento,satisfeito
e um carro fantástico,satisfeito
um edifício realmente fantástico,satisfeito
por favor não me abandone,insatisfeito
não quero ficar sozinha,insatisfeito
não me deixe sozinha,insatisfeito
estou abatida,insatisfeito
ele esta todo abatido,insatisfeito
tão triste suas palavras,insatisfeito
seu amor não e mais meu,insatisfeito
estou aborrecida,insatisfeito
isso vai me aborrecer,insatisfeito
estou com muita aflição,insatisfeito
me aflige o modo como fala,insatisfeito
estou em agonia com meu intimo,insatisfeito
não quero fazer nada,insatisfeito
me sinto ansiosa e tensa,insatisfeito
não consigo parar de chorar,insatisfeito
não consigo segurar as lagrimas,insatisfeito
e muita dor perder um ente querido,insatisfeito
estou realmente arrependida,insatisfeito
acho que o carma volta  pois agora sou eu quem sofro,insatisfeito
você não cumpriu suas promessas,insatisfeito
me sinto amargurada,insatisfeito
coitado esta tão triste,insatisfeito
já e tarde de mais,insatisfeito
nosso amor acabou,insatisfeito
essa noite machuca só para mim,insatisfeito
eu não estou mais no seu coração,insatisfeito
você mudou comigo,insatisfeito
quando eu penso em você realmente dói,insatisfeito
como se fosse nada você vê minhas lagrimas,insatisfeito
você disse cruelmente que não se arrependeu,insatisfeito
eu nunca mais vou te ver,insatisfeito
ela esta com depressão,insatisfeito
a depressão aflige as pessoas,insatisfeito
estar depressivo e muito ruim,insatisfeito
estou derrotada e deprimida depois deste dia,insatisfeito
e comovente te ver dessa maneira,insatisfeito
e comovente ver o que os filhos do brasil passam,insatisfeito
como me sinto culpada,insatisfeito
estou abatida,insatisfeito
a ansiedade tomou conta de mim,insatisfeito
as pessoas não gostam do meu jeito,insatisfeito
adeus passamos bons momentos juntos,insatisfeito
sinto sua falta,insatisfeito
ele não gostou da minha comida,insatisfeito
estou sem dinheiro para a comida,insatisfeito
queria que fosse o ultimo dia da minha vida,insatisfeito
você está com vergonha de mim,insatisfeito
ela não aceitou a minha proposta,insatisfeito
era o meu ultimo centavo,insatisfeito
reprovei de ano na faculdade,insatisfeito
afinal você só sabe me desfazer,insatisfeito
eu falhei em tudo nessa vida,insatisfeito
eu fui muito humilhado,insatisfeito
e uma história muito triste,insatisfeito
ninguem acredita em mim,insatisfeito
eu não sirvo para nada mesmo,insatisfeito
droga  não faço nada direito,insatisfeito
sofrimento em dobro na minha vida,insatisfeito
fui demitida essa semana,insatisfeito
as crianças sofrem ainda mais que os adultos,insatisfeito
pra mim um dia e ruim  o outro e pior,insatisfeito
de repente perdi o apetite,insatisfeito
oh que dia infeliz,insatisfeito
estamos afundados em contas,insatisfeito
nem um milagre pode nos salvar,insatisfeito
só me resta a esperança,insatisfeito
pior que isso não pode ficar,insatisfeito
meu salário e baixo,insatisfeito
não passei no vestibular,insatisfeito
ninguem se importa comigo,insatisfeito
ninguem lembrou do meu aniversário,insatisfeito
tenho tanto azar,insatisfeito
o gosto da vingança e amargo,insatisfeito
sou uma mulher amargurada depois de que você me deixou,insatisfeito
estou desanimada com a vida,insatisfeito
e um desanimo só coitadinha,insatisfeito
a derrota e depressiva,insatisfeito
discriminar e desumano,insatisfeito
que desanimo,insatisfeito
e uma desonra para o pais,insatisfeito
a preocupação deveria nos levar a ação não a depressão,insatisfeito
passamos ao desalento e a loucura,insatisfeito
aquele que nunca viu a insatisfeito nunca reconhecerá a satisfeito,satisfeito
cuidado com a insatisfeito ela e um vicio,insatisfeito
